date,bitcoin
"May 2, 2024",39
"May 3, 2024",38
"May 4, 2024",33
"May 5, 2024",30
"May 6, 2024",33
"May 7, 2024",31
"May 8, 2024",31
"May 9, 2024",28
"May 10, 2024",30
"May 11, 2024",28
"May 12, 2024",26
"May 13, 2024",30
"May 14, 2024",29
"May 15, 2024",32
"May 16, 2024",33
"May 17, 2024",32
"May 18, 2024",29
"May 19, 2024",27
"May 20, 2024",35
"May 21, 2024",42
"May 22, 2024",35
"May 23, 2024",34
"May 24, 2024",32
"May 25, 2024",26
"May 26, 2024",27
"May 27, 2024",29
"May 28, 2024",30
"May 29, 2024",29
"May 30, 2024",29
"May 31, 2024",26
"Jun 1, 2024",23
"Jun 2, 2024",23
"Jun 3, 2024",28
"Jun 4, 2024",29
"Jun 5, 2024",33
"Jun 6, 2024",31
"Jun 7, 2024",32
"Jun 8, 2024",28
"Jun 9, 2024",24
"Jun 10, 2024",29
"Jun 11, 2024",31
"Jun 12, 2024",30
"Jun 13, 2024",28
"Jun 14, 2024",29
"Jun 15, 2024",25
"Jun 16, 2024",25
"Jun 17, 2024",27
"Jun 18, 2024",30
"Jun 19, 2024",27
"Jun 20, 2024",27
"Jun 21, 2024",28
"Jun 22, 2024",23
"Jun 23, 2024",23
"Jun 24, 2024",35
"Jun 25, 2024",30
"Jun 26, 2024",27
"Jun 27, 2024",26
"Jun 28, 2024",26
"Jun 29, 2024",21
"Jun 30, 2024",22
"Jul 1, 2024",26
"Jul 2, 2024",26
"Jul 3, 2024",27
"Jul 4, 2024",36
"Jul 5, 2024",44
"Jul 6, 2024",30
"Jul 7, 2024",28
"Jul 8, 2024",34
"Jul 9, 2024",31
"Jul 10, 2024",29
"Jul 11, 2024",32
"Jul 12, 2024",31
"Jul 13, 2024",25
"Jul 14, 2024",33
"Jul 15, 2024",36
"Jul 16, 2024",38
"Jul 17, 2024",31
"Jul 18, 2024",31
"Jul 19, 2024",33
"Jul 20, 2024",30
"Jul 21, 2024",32
"Jul 22, 2024",34
"Jul 23, 2024",34
"Jul 24, 2024",32
"Jul 25, 2024",31
"Jul 26, 2024",32
"Jul 27, 2024",39
"Jul 28, 2024",34
"Jul 29, 2024",38
"Jul 30, 2024",31
"Jul 31, 2024",27
"Aug 1, 2024",30
"Aug 2, 2024",30
"Aug 3, 2024",31
"Aug 4, 2024",31
"Aug 5, 2024",98
"Aug 6, 2024",55
"Aug 7, 2024",41
"Aug 8, 2024",38
"Aug 9, 2024",33
"Aug 10, 2024",30
"Aug 11, 2024",29
"Aug 12, 2024",31
"Aug 13, 2024",30
"Aug 14, 2024",31
"Aug 15, 2024",31
"Aug 16, 2024",28
"Aug 17, 2024",25
"Aug 18, 2024",26
"Aug 19, 2024",28
"Aug 20, 2024",30
"Aug 21, 2024",28
"Aug 22, 2024",27
"Aug 23, 2024",32
"Aug 24, 2024",27
"Aug 25, 2024",27
"Aug 26, 2024",27
"Aug 27, 2024",28
"Aug 28, 2024",30
"Aug 29, 2024",27
"Aug 30, 2024",26
"Aug 31, 2024",23
"Sep 1, 2024",24
"Sep 2, 2024",26
"Sep 3, 2024",26
"Sep 4, 2024",21
"Sep 5, 2024",20
"Sep 6, 2024",24
"Sep 7, 2024",21
"Sep 8, 2024",19
"Sep 9, 2024",21
"Sep 10, 2024",19
"Sep 11, 2024",20
"Sep 12, 2024",19
"Sep 13, 2024",20
"Sep 14, 2024",18
"Sep 15, 2024",17
"Sep 16, 2024",19
"Sep 17, 2024",20
"Sep 18, 2024",21
"Sep 19, 2024",24
"Sep 20, 2024",22
"Sep 21, 2024",18
"Sep 22, 2024",17
"Sep 23, 2024",20
"Sep 24, 2024",19
"Sep 25, 2024",18
"Sep 26, 2024",21
"Sep 27, 2024",21
"Sep 28, 2024",19
"Sep 29, 2024",18
"Sep 30, 2024",19
"Oct 1, 2024",22
"Oct 2, 2024",20
"Oct 3, 2024",19
"Oct 4, 2024",18
"Oct 5, 2024",17
"Oct 6, 2024",16
"Oct 7, 2024",19
"Oct 8, 2024",20
"Oct 9, 2024",21
"Oct 10, 2024",19
"Oct 11, 2024",19
"Oct 12, 2024",16
"Oct 13, 2024",15
"Oct 14, 2024",19
"Oct 15, 2024",20
"Oct 16, 2024",20
"Oct 17, 2024",18
"Oct 18, 2024",20
"Oct 19, 2024",18
"Oct 20, 2024",18
"Oct 21, 2024",20
"Oct 22, 2024",19
"Oct 23, 2024",18
"Oct 24, 2024",19
"Oct 25, 2024",18
"Oct 26, 2024",16
"Oct 27, 2024",16
"Oct 28, 2024",22
"Oct 29, 2024",35
"Oct 30, 2024",27
"Oct 31, 2024",24
"Nov 1, 2024",23
"Nov 2, 2024",19
"Nov 3, 2024",19
"Nov 4, 2024",20
"Nov 5, 2024",22
"Nov 6, 2024",82
"Nov 7, 2024",47
"Nov 8, 2024",38
"Nov 9, 2024",31
"Nov 10, 2024",54
"Nov 11, 2024",81
"Nov 12, 2024",90
"Nov 13, 2024",84
"Nov 14, 2024",67
"Nov 15, 2024",51
"Nov 16, 2024",44
"Nov 17, 2024",40
"Nov 18, 2024",45
"Nov 19, 2024",45
"Nov 20, 2024",50
"Nov 21, 2024",75
"Nov 22, 2024",80
"Nov 23, 2024",56
"Nov 24, 2024",48
"Nov 25, 2024",54
"Nov 26, 2024",51
"Nov 27, 2024",46
"Nov 28, 2024",39
"Nov 29, 2024",40
"Nov 30, 2024",33
"Dec 1, 2024",33
"Dec 2, 2024",39
"Dec 3, 2024",38
"Dec 4, 2024",40
"Dec 5, 2024",100
"Dec 6, 2024",59
