date,bearish
"Sep 12, 2023",91
"Sep 13, 2023",85
"Sep 14, 2023",88
"Sep 15, 2023",75
"Sep 16, 2023",54
"Sep 17, 2023",54
"Sep 18, 2023",78
"Sep 19, 2023",63
"Sep 20, 2023",82
"Sep 21, 2023",74
"Sep 22, 2023",81
"Sep 23, 2023",53
"Sep 24, 2023",48
"Sep 25, 2023",77
"Sep 26, 2023",76
"Sep 27, 2023",82
"Sep 28, 2023",83
"Sep 29, 2023",77
"Sep 30, 2023",53
"Oct 1, 2023",46
"Oct 2, 2023",72
"Oct 3, 2023",94
"Oct 4, 2023",86
"Oct 5, 2023",80
"Oct 6, 2023",70
"Oct 7, 2023",40
"Oct 8, 2023",42
"Oct 9, 2023",66
"Oct 10, 2023",67
"Oct 11, 2023",69
"Oct 12, 2023",73
"Oct 13, 2023",63
"Oct 14, 2023",36
"Oct 15, 2023",41
"Oct 16, 2023",64
"Oct 17, 2023",71
"Oct 18, 2023",69
"Oct 19, 2023",68
"Oct 20, 2023",68
"Oct 21, 2023",40
"Oct 22, 2023",46
"Oct 23, 2023",68
"Oct 24, 2023",59
"Oct 25, 2023",71
"Oct 26, 2023",74
"Oct 27, 2023",64
"Oct 28, 2023",40
"Oct 29, 2023",39
"Oct 30, 2023",68
"Oct 31, 2023",83
"Nov 1, 2023",78
"Nov 2, 2023",83
"Nov 3, 2023",67
"Nov 4, 2023",44
"Nov 5, 2023",41
"Nov 6, 2023",74
"Nov 7, 2023",70
"Nov 8, 2023",59
"Nov 9, 2023",68
"Nov 10, 2023",67
"Nov 11, 2023",40
"Nov 12, 2023",48
"Nov 13, 2023",73
"Nov 14, 2023",84
"Nov 15, 2023",73
"Nov 16, 2023",66
"Nov 17, 2023",64
"Nov 18, 2023",45
"Nov 19, 2023",48
"Nov 20, 2023",70
"Nov 21, 2023",68
"Nov 22, 2023",76
"Nov 23, 2023",65
"Nov 24, 2023",57
"Nov 25, 2023",34
"Nov 26, 2023",41
"Nov 27, 2023",60
"Nov 28, 2023",65
"Nov 29, 2023",71
"Nov 30, 2023",78
"Dec 1, 2023",60
"Dec 2, 2023",46
"Dec 3, 2023",47
"Dec 4, 2023",73
"Dec 5, 2023",77
"Dec 6, 2023",85
"Dec 7, 2023",71
"Dec 8, 2023",83
"Dec 9, 2023",56
"Dec 10, 2023",57
"Dec 11, 2023",80
"Dec 12, 2023",89
"Dec 13, 2023",90
"Dec 14, 2023",82
"Dec 15, 2023",66
"Dec 16, 2023",52
"Dec 17, 2023",49
"Dec 18, 2023",71
"Dec 19, 2023",76
"Dec 20, 2023",87
"Dec 21, 2023",94
"Dec 22, 2023",72
"Dec 23, 2023",54
"Dec 24, 2023",40
"Dec 25, 2023",54
"Dec 26, 2023",79
"Dec 27, 2023",86
"Dec 28, 2023",69
"Dec 29, 2023",84
"Dec 30, 2023",50
"Dec 31, 2023",49
"Jan 1, 2024",60
"Jan 2, 2024",79
"Jan 3, 2024",92
"Jan 4, 2024",92
"Jan 5, 2024",93
"Jan 6, 2024",51
"Jan 7, 2024",37
"Jan 8, 2024",63
"Jan 9, 2024",57
"Jan 10, 2024",71
"Jan 11, 2024",69
"Jan 12, 2024",54
"Jan 13, 2024",44
"Jan 14, 2024",40
"Jan 15, 2024",52
"Jan 16, 2024",62
"Jan 17, 2024",71
"Jan 18, 2024",69
"Jan 19, 2024",67
"Jan 20, 2024",51
"Jan 21, 2024",38
"Jan 22, 2024",60
"Jan 23, 2024",74
"Jan 24, 2024",71
"Jan 25, 2024",59
"Jan 26, 2024",56
"Jan 27, 2024",47
"Jan 28, 2024",44
"Jan 29, 2024",61
"Jan 30, 2024",70
"Jan 31, 2024",70
"Feb 1, 2024",64
"Feb 2, 2024",68
"Feb 3, 2024",41
"Feb 4, 2024",54
"Feb 5, 2024",62
"Feb 6, 2024",70
"Feb 7, 2024",73
"Feb 8, 2024",72
"Feb 9, 2024",69
"Feb 10, 2024",43
"Feb 11, 2024",40
"Feb 12, 2024",71
"Feb 13, 2024",82
"Feb 14, 2024",68
"Feb 15, 2024",87
"Feb 16, 2024",67
"Feb 17, 2024",41
"Feb 18, 2024",46
"Feb 19, 2024",57
"Feb 20, 2024",67
"Feb 21, 2024",78
"Feb 22, 2024",71
"Feb 23, 2024",67
"Feb 24, 2024",49
"Feb 25, 2024",40
"Feb 26, 2024",67
"Feb 27, 2024",73
"Feb 28, 2024",82
"Feb 29, 2024",76
"Mar 1, 2024",74
"Mar 2, 2024",50
"Mar 3, 2024",50
"Mar 4, 2024",76
"Mar 5, 2024",88
"Mar 6, 2024",82
"Mar 7, 2024",66
"Mar 8, 2024",64
"Mar 9, 2024",50
"Mar 10, 2024",52
"Mar 11, 2024",85
"Mar 12, 2024",78
"Mar 13, 2024",86
"Mar 14, 2024",77
"Mar 15, 2024",77
"Mar 16, 2024",42
"Mar 17, 2024",57
"Mar 18, 2024",73
"Mar 19, 2024",75
"Mar 20, 2024",82
"Mar 21, 2024",82
"Mar 22, 2024",66
"Mar 23, 2024",45
"Mar 24, 2024",51
"Mar 25, 2024",56
"Mar 26, 2024",58
"Mar 27, 2024",76
"Mar 28, 2024",56
"Mar 29, 2024",55
"Mar 30, 2024",38
"Mar 31, 2024",42
"Apr 1, 2024",64
"Apr 2, 2024",75
"Apr 3, 2024",71
"Apr 4, 2024",69
"Apr 5, 2024",74
"Apr 6, 2024",42
"Apr 7, 2024",39
"Apr 8, 2024",64
"Apr 9, 2024",68
"Apr 10, 2024",66
"Apr 11, 2024",56
"Apr 12, 2024",62
"Apr 13, 2024",51
"Apr 14, 2024",48
"Apr 15, 2024",69
"Apr 16, 2024",58
"Apr 17, 2024",59
"Apr 18, 2024",77
"Apr 19, 2024",66
"Apr 20, 2024",47
"Apr 21, 2024",42
"Apr 22, 2024",69
"Apr 23, 2024",64
"Apr 24, 2024",61
"Apr 25, 2024",65
"Apr 26, 2024",51
"Apr 27, 2024",44
"Apr 28, 2024",43
"Apr 29, 2024",63
"Apr 30, 2024",63
"May 1, 2024",67
"May 2, 2024",67
"May 3, 2024",67
"May 4, 2024",38
"May 5, 2024",42
"May 6, 2024",62
"May 7, 2024",70
"May 8, 2024",60
"May 9, 2024",64
"May 10, 2024",63
"May 11, 2024",36
"May 12, 2024",37
"May 13, 2024",61
"May 14, 2024",62
"May 15, 2024",54
"May 16, 2024",60
"May 17, 2024",57
"May 18, 2024",36
"May 19, 2024",40
"May 20, 2024",51
"May 21, 2024",68
"May 22, 2024",67
"May 23, 2024",68
"May 24, 2024",60
"May 25, 2024",35
"May 26, 2024",36
"May 27, 2024",60
"May 28, 2024",72
"May 29, 2024",66
"May 30, 2024",61
"May 31, 2024",49
"Jun 1, 2024",31
"Jun 2, 2024",41
"Jun 3, 2024",58
"Jun 4, 2024",57
"Jun 5, 2024",71
"Jun 6, 2024",58
"Jun 7, 2024",68
"Jun 8, 2024",40
"Jun 9, 2024",37
"Jun 10, 2024",52
"Jun 11, 2024",79
"Jun 12, 2024",71
"Jun 13, 2024",67
"Jun 14, 2024",68
"Jun 15, 2024",31
"Jun 16, 2024",34
"Jun 17, 2024",62
"Jun 18, 2024",59
"Jun 19, 2024",62
"Jun 20, 2024",70
"Jun 21, 2024",73
"Jun 22, 2024",36
"Jun 23, 2024",39
"Jun 24, 2024",75
"Jun 25, 2024",61
"Jun 26, 2024",65
"Jun 27, 2024",65
"Jun 28, 2024",59
"Jun 29, 2024",36
"Jun 30, 2024",36
"Jul 1, 2024",57
"Jul 2, 2024",65
"Jul 3, 2024",67
"Jul 4, 2024",59
"Jul 5, 2024",54
"Jul 6, 2024",37
"Jul 7, 2024",49
"Jul 8, 2024",62
"Jul 9, 2024",63
"Jul 10, 2024",64
"Jul 11, 2024",68
"Jul 12, 2024",68
"Jul 13, 2024",43
"Jul 14, 2024",41
"Jul 15, 2024",53
"Jul 16, 2024",56
"Jul 17, 2024",69
"Jul 18, 2024",65
"Jul 19, 2024",66
"Jul 20, 2024",49
"Jul 21, 2024",38
"Jul 22, 2024",72
"Jul 23, 2024",65
"Jul 24, 2024",65
"Jul 25, 2024",70
"Jul 26, 2024",62
"Jul 27, 2024",41
"Jul 28, 2024",45
"Jul 29, 2024",56
"Jul 30, 2024",66
"Jul 31, 2024",59
"Aug 1, 2024",71
"Aug 2, 2024",66
"Aug 3, 2024",45
"Aug 4, 2024",51
"Aug 5, 2024",100
"Aug 6, 2024",66
"Aug 7, 2024",70
"Aug 8, 2024",60
"Aug 9, 2024",61
"Aug 10, 2024",40
"Aug 11, 2024",37
"Aug 12, 2024",63
"Aug 13, 2024",73
"Aug 14, 2024",68
"Aug 15, 2024",64
"Aug 16, 2024",56
"Aug 17, 2024",44
"Aug 18, 2024",44
"Aug 19, 2024",64
"Aug 20, 2024",64
"Aug 21, 2024",73
"Aug 22, 2024",62
"Aug 23, 2024",72
"Aug 24, 2024",47
"Aug 25, 2024",41
"Aug 26, 2024",58
"Aug 27, 2024",62
"Aug 28, 2024",54
"Aug 29, 2024",65
"Aug 30, 2024",56
"Aug 31, 2024",32
"Sep 1, 2024",39
"Sep 2, 2024",51
"Sep 3, 2024",60
"Sep 4, 2024",70
"Sep 5, 2024",69
"Sep 6, 2024",74
"Sep 7, 2024",41
"Sep 8, 2024",46
"Sep 9, 2024",70
"Sep 10, 2024",63
"Sep 11, 2024",64
"Sep 12, 2024",79
"Sep 13, 2024",53
"Sep 14, 2024",48
"Sep 15, 2024",37
"Sep 16, 2024",61
"Sep 17, 2024",65
"Sep 18, 2024",72
"Sep 19, 2024",76
"Sep 20, 2024",65
"Sep 21, 2024",44
"Sep 22, 2024",41
"Sep 23, 2024",58
"Sep 24, 2024",67
"Sep 25, 2024",65
"Sep 26, 2024",67
"Sep 27, 2024",61
"Sep 28, 2024",44
"Sep 29, 2024",38
"Sep 30, 2024",53
"Oct 1, 2024",65
"Oct 2, 2024",56
"Oct 3, 2024",60
"Oct 4, 2024",59
"Oct 5, 2024",41
"Oct 6, 2024",35
"Oct 7, 2024",60
"Oct 8, 2024",62
"Oct 9, 2024",59
"Oct 10, 2024",54
"Oct 11, 2024",63
"Oct 12, 2024",40
"Oct 13, 2024",38
"Oct 14, 2024",53
"Oct 15, 2024",61
"Oct 16, 2024",69
"Oct 17, 2024",62
"Oct 18, 2024",64
"Oct 19, 2024",33
"Oct 20, 2024",47
"Oct 21, 2024",61
"Oct 22, 2024",64
"Oct 23, 2024",62
"Oct 24, 2024",71
"Oct 25, 2024",66
"Oct 26, 2024",34
"Oct 27, 2024",43
"Oct 28, 2024",60
"Oct 29, 2024",56
"Oct 30, 2024",64
"Oct 31, 2024",56
"Nov 1, 2024",48
"Nov 2, 2024",41
"Nov 3, 2024",42
"Nov 4, 2024",71
"Nov 5, 2024",58
"Nov 6, 2024",63
"Nov 7, 2024",74
"Nov 8, 2024",71
"Nov 9, 2024",47
"Nov 10, 2024",47
"Nov 11, 2024",77
"Nov 12, 2024",100
"Nov 13, 2024",90
"Nov 14, 2024",84
"Nov 15, 2024",75
"Nov 16, 2024",48
"Nov 17, 2024",59
"Nov 18, 2024",67
"Nov 19, 2024",71
"Nov 20, 2024",76
"Nov 21, 2024",80
"Nov 22, 2024",76
"Nov 23, 2024",60
"Nov 24, 2024",47
"Nov 25, 2024",82
"Nov 26, 2024",78
"Nov 27, 2024",71
"Nov 28, 2024",63
"Nov 29, 2024",59
"Nov 30, 2024",51
"Dec 1, 2024",53
"Dec 2, 2024",76
"Dec 3, 2024",77
"Dec 4, 2024",79
"Dec 5, 2024",85
"Dec 6, 2024",82
